Date,Home,Score,Away,Result,W,D,L,Pts,Poss,Gls,Ast,CrdY,CrdR,GlsPer90,AstPer90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,GA,GA90,SoTA,Saves,Save%,CS,CS%,Cmp%,KP,1/3,Prog,SCA,SCA90,PassLiveSCA,DribSCA,ShSCA,DefSCA,GCA,GCA90,PassLiveGCA,DribGCA,ShGCA,DefGCA,TklW,Blocks,Int,Err,Live,Miscon
2019-12-28,Watford,3 - 0,Aston Villa,W,-1.000000,2.000000,-1.000000,-1.000000,-1.400000,-5.000000,-11.000000,10.000000,2.000000,-0.130000,-0.290000,-43.000000,-32.000000,-4.400000,-1.130000,-0.840000,-0.020000,-0.020000,-3.000000,-0.080000,-9.000000,-4.000000,0.017000,2.000000,5.300000,-2.400000,-74.000000,-3.000000,-48.000000,-121.000000,-3.190000,-104.000000,6.000000,8.000000,8.000000,-16.000000,-0.430000,-16.000000,-3.000000,0.000000,3.000000,41.000000,-101.000000,57.000000,-17.000000,278.000000,38.000000
2019-12-28,Newcastle Utd,1 - 2,Everton,L,-2.000000,1.000000,1.000000,-5.000000,-10.600000,-4.000000,-3.000000,-10.000000,0.000000,-0.110000,-0.080000,-68.000000,-28.000000,-1.300000,-1.790000,-0.740000,0.010000,0.040000,2.000000,0.060000,45.000000,39.000000,0.071000,2.000000,5.200000,-3.200000,-23.000000,-271.000000,-505.000000,-110.000000,-2.900000,-40.000000,-1.000000,-24.000000,-8.000000,-5.000000,-0.130000,-3.000000,-2.000000,-2.000000,2.000000,-30.000000,50.000000,14.000000,1.000000,-3007.000000,-38.000000
2019-12-28,Southampton,1 - 1,Crystal Palace,D,4.000000,-3.000000,-1.000000,9.000000,4.800000,22.000000,12.000000,-7.000000,2.000000,0.580000,0.310000,125.000000,53.000000,2.800000,3.290000,1.400000,0.030000,0.070000,10.000000,0.260000,-6.000000,-13.000000,-0.054000,-1.000000,-2.600000,-2.300000,80.000000,120.000000,78.000000,211.000000,5.560000,154.000000,11.000000,17.000000,16.000000,17.000000,0.450000,3.000000,5.000000,6.000000,3.000000,53.000000,19.000000,18.000000,7.000000,1237.000000,5.000000
2019-12-28,West Ham,1 - 2,Leicester City,L,-8.000000,1.000000,7.000000,-23.000000,-13.600000,-16.000000,-12.000000,21.000000,-2.000000,-0.420000,-0.310000,-119.000000,-24.000000,3.900000,-3.140000,-0.630000,0.000000,-0.040000,21.000000,0.550000,52.000000,29.000000,-0.058000,-6.000000,-15.800000,-6.800000,-80.000000,-265.000000,-286.000000,-216.000000,-5.690000,-154.000000,-24.000000,-12.000000,-9.000000,-32.000000,-0.840000,-33.000000,-1.000000,4.000000,-4.000000,-8.000000,32.000000,-18.000000,-2.000000,-5012.000000,-69.000000
2019-12-28,Norwich City,2 - 2,Tottenham,D,-11.000000,-5.000000,16.000000,-38.000000,-2.900000,-31.000000,-21.000000,-16.000000,0.000000,-0.810000,-0.560000,-30.000000,-31.000000,-5.000000,-0.790000,-0.820000,-0.060000,-0.150000,28.000000,0.730000,29.000000,-1.000000,-0.109000,-3.000000,-7.900000,-0.300000,-28.000000,-261.000000,-284.000000,-59.000000,-1.550000,-63.000000,-6.000000,6.000000,-1.000000,-50.000000,-1.310000,-28.000000,-9.000000,-10.000000,1.000000,-11.000000,53.000000,11.000000,5.000000,-1337.000000,69.000000
2019-12-28,Burnley,0 - 2,Manchester Utd,L,-3.000000,-3.000000,6.000000,-12.000000,-14.800000,-24.000000,-13.000000,-6.000000,0.000000,-0.630000,-0.340000,-144.000000,-76.000000,-5.600000,-3.780000,-2.000000,0.000000,0.030000,14.000000,0.370000,34.000000,20.000000,-0.025000,2.000000,5.300000,-13.100000,-138.000000,-584.000000,-686.000000,-337.000000,-8.870000,-309.000000,-30.000000,9.000000,3.000000,-38.000000,-1.000000,-33.000000,-5.000000,4.000000,2.000000,-19.000000,80.000000,-48.000000,-2.000000,-6995.000000,-45.000000
2019-12-29,Arsenal,1 - 2,Chelsea,L,-6.000000,8.000000,-2.000000,-10.000000,-6.700000,-13.000000,-11.000000,28.000000,5.000000,-0.350000,-0.290000,-218.000000,-66.000000,2.000000,-5.740000,-1.740000,0.030000,0.070000,-6.000000,-0.160000,74.000000,78.000000,0.235000,1.000000,2.600000,-1.600000,-168.000000,-361.000000,-280.000000,-359.000000,-9.450000,-303.000000,-3.000000,-10.000000,4.000000,-24.000000,-0.630000,-19.000000,-4.000000,1.000000,6.000000,-76.000000,38.000000,-24.000000,5.000000,-4993.000000,-27.000000
2019-12-29,Liverpool,1 - 0,Wolves,W,17.000000,-11.000000,-6.000000,40.000000,15.100000,34.000000,35.000000,-23.000000,-1.000000,0.890000,0.930000,132.000000,80.000000,6.600000,3.470000,2.100000,0.030000,0.030000,-7.000000,-0.180000,-13.000000,-5.000000,0.026000,2.000000,5.300000,4.600000,109.000000,719.000000,1708.000000,208.000000,5.470000,197.000000,3.000000,5.000000,-3.000000,53.000000,1.390000,47.000000,6.000000,0.000000,-3.000000,-48.000000,-127.000000,-17.000000,9.000000,6889.000000,32.000000
2019-12-29,Manchester City,2 - 0,Sheffield Utd,W,12.000000,-9.000000,-3.000000,27.000000,23.800000,64.000000,44.000000,1.000000,2.000000,1.680000,1.160000,377.000000,137.000000,2.800000,9.920000,3.600000,0.030000,0.060000,-4.000000,-0.110000,-34.000000,-30.000000,-0.029000,4.000000,10.500000,14.200000,292.000000,921.000000,946.000000,676.000000,17.790000,537.000000,60.000000,34.000000,9.000000,109.000000,2.870000,74.000000,9.000000,6.000000,6.000000,-27.000000,-174.000000,-33.000000,7.000000,10989.000000,-86.000000
2020-01-01,Brighton,1 - 1,Chelsea,D,-11.000000,8.000000,3.000000,-25.000000,-8.500000,-34.000000,-22.000000,-1.000000,2.000000,-0.900000,-0.580000,-163.000000,-73.000000,-3.900000,-4.290000,-1.920000,-0.030000,-0.050000,0.000000,0.000000,49.000000,49.000000,0.135000,0.000000,0.000000,-3.900000,-126.000000,-391.000000,-219.000000,-283.000000,-7.450000,-227.000000,-11.000000,-11.000000,1.000000,-46.000000,-1.210000,-37.000000,-3.000000,-6.000000,-1.000000,-40.000000,55.000000,31.000000,7.000000,-5058.000000,-1.000000
2020-01-01,Burnley,1 - 2,Aston Villa,L,6.000000,1.000000,-7.000000,19.000000,-2.500000,1.000000,-2.000000,-3.000000,-1.000000,0.030000,-0.050000,-69.000000,-22.000000,0.100000,-1.810000,-0.580000,0.010000,0.040000,-17.000000,-0.440000,-16.000000,-1.000000,0.065000,8.000000,21.100000,-5.300000,-98.000000,-113.000000,-220.000000,-193.000000,-5.080000,-157.000000,-10.000000,9.000000,-2.000000,-3.000000,-0.080000,-3.000000,-2.000000,1.000000,2.000000,-48.000000,-13.000000,-2.000000,-24.000000,-1017.000000,-3.000000
2020-01-01,Watford,2 - 1,Wolves,W,-7.000000,-4.000000,11.000000,-25.000000,-5.800000,-14.000000,-13.000000,19.000000,1.000000,-0.370000,-0.340000,-43.000000,-28.000000,-3.500000,-1.130000,-0.740000,-0.030000,-0.070000,24.000000,0.630000,46.000000,29.000000,-0.012000,-4.000000,-10.500000,-5.900000,-40.000000,-127.000000,878.000000,-65.000000,-1.720000,-32.000000,-28.000000,3.000000,3.000000,-34.000000,-0.900000,-18.000000,-6.000000,-4.000000,0.000000,6.000000,16.000000,48.000000,11.000000,-2456.000000,2.000000
2020-01-01,Newcastle Utd,0 - 3,Leicester City,L,-7.000000,3.000000,4.000000,-18.000000,-19.000000,-27.000000,-19.000000,23.000000,0.000000,-0.710000,-0.500000,-136.000000,-54.000000,-2.000000,-3.580000,-1.420000,-0.010000,-0.030000,17.000000,0.450000,64.000000,39.000000,-0.033000,-2.000000,-5.300000,-8.000000,-105.000000,-475.000000,-582.000000,-281.000000,-7.400000,-208.000000,-19.000000,-10.000000,-4.000000,-53.000000,-1.390000,-47.000000,-4.000000,4.000000,-1.000000,-85.000000,37.000000,-16.000000,-2.000000,-7032.000000,-15.000000
2020-01-01,Southampton,1 - 0,Tottenham,W,-1.000000,-4.000000,5.000000,-7.000000,-2.900000,-5.000000,-7.000000,-29.000000,1.000000,-0.130000,-0.190000,58.000000,14.000000,-1.300000,1.530000,0.370000,-0.020000,-0.050000,13.000000,0.340000,-9.000000,-23.000000,-0.106000,1.000000,2.600000,-6.300000,6.000000,-161.000000,-163.000000,34.000000,0.900000,-34.000000,8.000000,8.000000,11.000000,-18.000000,-0.470000,-17.000000,-2.000000,-4.000000,1.000000,38.000000,34.000000,36.000000,9.000000,-2475.000000,104.000000
2020-01-01,West Ham,4 - 0,Bournemouth,W,1.000000,2.000000,-3.000000,5.000000,0.200000,11.000000,12.000000,-14.000000,-2.000000,0.290000,0.320000,30.000000,41.000000,7.700000,0.780000,1.080000,0.020000,0.000000,-3.000000,-0.080000,-4.000000,2.000000,0.010000,2.000000,5.200000,0.300000,51.000000,72.000000,-19.000000,92.000000,2.420000,78.000000,8.000000,-2.000000,1.000000,23.000000,0.610000,22.000000,1.000000,-4.000000,0.000000,121.000000,-70.000000,3.000000,-3.000000,141.000000,-122.000000
2020-01-01,Norwich City,1 - 1,Crystal Palace,D,-6.000000,-4.000000,10.000000,-22.000000,4.800000,-4.000000,-2.000000,6.000000,1.000000,-0.100000,-0.060000,37.000000,8.000000,-0.900000,0.970000,0.210000,-0.010000,-0.030000,25.000000,0.650000,32.000000,9.000000,-0.057000,-5.000000,-13.100000,3.700000,46.000000,20.000000,-43.000000,118.000000,3.110000,125.000000,-3.000000,15.000000,4.000000,-15.000000,-0.390000,-8.000000,-2.000000,0.000000,3.000000,4.000000,38.000000,-7.000000,3.000000,2375.000000,-30.000000
2020-01-01,Manchester City,2 - 1,Everton,W,13.000000,-7.000000,-6.000000,32.000000,17.700000,58.000000,37.000000,-12.000000,1.000000,1.520000,0.980000,265.000000,91.000000,0.400000,6.970000,2.390000,0.040000,0.120000,-21.000000,-0.550000,-38.000000,-22.000000,0.067000,8.000000,21.000000,10.600000,242.000000,883.000000,746.000000,523.000000,13.760000,482.000000,48.000000,8.000000,-4.000000,102.000000,2.680000,73.000000,9.000000,4.000000,5.000000,-58.000000,-144.000000,-52.000000,9.000000,9999.000000,-159.000000
2020-01-01,Arsenal,2 - 0,Manchester Utd,W,-4.000000,2.000000,2.000000,-10.000000,-2.200000,-9.000000,-8.000000,15.000000,5.000000,-0.240000,-0.210000,-127.000000,-56.000000,-2.000000,-3.340000,-1.470000,0.030000,0.090000,12.000000,0.310000,64.000000,51.000000,0.047000,-3.000000,-7.900000,-0.300000,-116.000000,-241.000000,-260.000000,-275.000000,-7.240000,-265.000000,-6.000000,9.000000,6.000000,-18.000000,-0.480000,-19.000000,-4.000000,8.000000,6.000000,14.000000,-18.000000,-56.000000,7.000000,-1490.000000,-3.000000
2020-01-02,Liverpool,2 - 0,Sheffield Utd,W,18.000000,-9.000000,-9.000000,45.000000,20.300000,47.000000,44.000000,-25.000000,-1.000000,1.230000,1.160000,232.000000,113.000000,7.000000,6.100000,2.970000,0.030000,0.030000,-6.000000,-0.160000,-34.000000,-28.000000,-0.029000,2.000000,5.300000,9.700000,170.000000,739.000000,757.000000,362.000000,9.530000,272.000000,39.000000,9.000000,10.000000,81.000000,2.130000,53.000000,9.000000,2.000000,2.000000,-17.000000,-137.000000,-14.000000,-2.000000,8509.000000,59.000000
2020-01-10,Sheffield Utd,1 - 0,West Ham,W,4.000000,3.000000,-7.000000,15.000000,-0.900000,-13.000000,-11.000000,-1.000000,1.000000,-0.340000,-0.290000,-61.000000,-48.000000,-7.000000,-1.600000,-1.260000,-0.010000,0.030000,-23.000000,-0.600000,-37.000000,-21.000000,0.050000,6.000000,15.800000,-1.600000,-52.000000,23.000000,9.000000,-108.000000,-2.840000,-69.000000,-6.000000,0.000000,0.000000,-23.000000,-0.610000,-12.000000,-1.000000,0.000000,0.000000,-78.000000,-15.000000,-31.000000,1.000000,-3.000000,19.000000
2020-01-11,Crystal Palace,1 - 1,Arsenal,D,-3.000000,-4.000000,7.000000,-13.000000,-9.500000,-27.000000,-15.000000,-26.000000,-3.000000,-0.710000,-0.390000,-29.000000,-28.000000,-4.700000,-0.760000,-0.740000,-0.060000,-0.150000,2.000000,0.060000,-20.000000,-23.000000,-0.079000,0.000000,0.000000,-6.400000,-32.000000,-260.000000,-200.000000,-98.000000,-2.580000,-94.000000,1.000000,-14.000000,-5.000000,-32.000000,-0.840000,-22.000000,1.000000,-7.000000,-8.000000,57.000000,61.000000,33.000000,-1.000000,-3530.000000,61.000000
2020-01-11,Chelsea,3 - 0,Burnley,W,5.000000,-3.000000,-2.000000,12.000000,19.300000,28.000000,16.000000,-7.000000,0.000000,0.740000,0.420000,235.000000,86.000000,1.600000,6.180000,2.270000,0.000000,-0.010000,4.000000,0.100000,-44.000000,-47.000000,-0.163000,-6.000000,-15.800000,14.400000,190.000000,704.000000,706.000000,421.000000,11.080000,347.000000,27.000000,10.000000,-1.000000,44.000000,1.150000,33.000000,5.000000,3.000000,-2.000000,109.000000,-136.000000,16.000000,4.000000,10498.000000,69.000000
2020-01-11,Leicester City,1 - 2,Southampton,L,3.000000,1.000000,-4.000000,10.000000,8.300000,14.000000,16.000000,-12.000000,-1.000000,0.370000,0.420000,36.000000,12.000000,0.000000,0.950000,0.310000,0.010000,0.040000,-19.000000,-0.500000,-37.000000,-12.000000,0.088000,4.000000,10.500000,8.000000,65.000000,256.000000,218.000000,132.000000,3.470000,129.000000,2.000000,1.000000,-11.000000,43.000000,1.130000,49.000000,-3.000000,-6.000000,1.000000,-5.000000,-93.000000,14.000000,-7.000000,3934.000000,-46.000000
2020-01-11,Manchester Utd,4 - 0,Norwich City,W,13.000000,6.000000,-19.000000,45.000000,6.900000,40.000000,25.000000,5.000000,-3.000000,1.050000,0.660000,119.000000,76.000000,7.600000,3.130000,2.000000,0.040000,0.090000,-39.000000,-1.020000,-76.000000,-37.000000,0.089000,8.000000,21.000000,3.000000,102.000000,481.000000,503.000000,255.000000,6.710000,234.000000,8.000000,-10.000000,-5.000000,65.000000,1.710000,49.000000,5.000000,-1.000000,-1.000000,-75.000000,-81.000000,30.000000,-9.000000,2645.000000,-28.000000
2020-01-11,Everton,1 - 0,Brighton,W,4.000000,-4.000000,0.000000,8.000000,-3.000000,7.000000,8.000000,17.000000,1.000000,0.190000,0.210000,9.000000,18.000000,3.300000,0.240000,0.470000,0.020000,0.010000,2.000000,0.050000,-19.000000,-19.000000,-0.049000,0.000000,0.000000,-3.200000,-11.000000,-58.000000,-42.000000,-2.000000,-0.050000,-55.000000,4.000000,19.000000,7.000000,2.000000,0.060000,4.000000,0.000000,6.000000,0.000000,14.000000,-43.000000,-20.000000,-6.000000,-2319.000000,17.000000
2020-01-11,Wolves,1 - 1,Newcastle Utd,D,4.000000,3.000000,-7.000000,15.000000,9.700000,11.000000,5.000000,-5.000000,-1.000000,0.290000,0.130000,56.000000,15.000000,-0.700000,1.470000,0.400000,0.000000,0.020000,-18.000000,-0.480000,-70.000000,-54.000000,-0.030000,2.000000,5.300000,4.700000,34.000000,253.000000,-646.000000,111.000000,2.930000,60.000000,25.000000,2.000000,8.000000,26.000000,0.680000,8.000000,5.000000,2.000000,2.000000,30.000000,-30.000000,-30.000000,-10.000000,3637.000000,-8.000000
2020-01-11,Tottenham,0 - 1,Liverpool,L,-16.000000,8.000000,8.000000,-40.000000,-11.200000,-27.000000,-30.000000,46.000000,2.000000,-0.710000,-0.790000,-146.000000,-67.000000,-2.600000,-3.840000,-1.760000,-0.010000,-0.010000,14.000000,0.370000,65.000000,55.000000,0.055000,-7.000000,-18.400000,-3.000000,-109.000000,-592.000000,-535.000000,-204.000000,-5.370000,-144.000000,-19.000000,-6.000000,-1.000000,-51.000000,-1.340000,-40.000000,-2.000000,4.000000,0.000000,70.000000,179.000000,13.000000,1.000000,-4953.000000,-67.000000
2020-01-12,Bournemouth,0 - 3,Watford,L,1.000000,-3.000000,2.000000,0.000000,1.300000,3.000000,3.000000,-2.000000,0.000000,0.080000,0.080000,-26.000000,2.000000,2.400000,-0.680000,0.050000,0.020000,0.040000,1.000000,0.030000,16.000000,13.000000,0.007000,-4.000000,-10.500000,2.100000,-20.000000,12.000000,83.000000,-73.000000,-1.920000,-52.000000,-10.000000,-5.000000,-17.000000,6.000000,0.160000,2.000000,3.000000,6.000000,-5.000000,-80.000000,79.000000,-23.000000,2.000000,698.000000,74.000000
2020-01-12,Aston Villa,1 - 6,Manchester City,L,-17.000000,5.000000,12.000000,-46.000000,-23.000000,-60.000000,-37.000000,6.000000,-3.000000,-1.580000,-0.980000,-277.000000,-100.000000,-1.500000,-7.290000,-2.630000,-0.040000,-0.110000,32.000000,0.840000,68.000000,40.000000,-0.055000,-10.000000,-26.300000,-12.600000,-197.000000,-1025.000000,-971.000000,-466.000000,-12.260000,-390.000000,-58.000000,-35.000000,-1.000000,-99.000000,-2.600000,-70.000000,-9.000000,-8.000000,-4.000000,23.000000,281.000000,27.000000,10.000000,-12103.000000,77.000000
2020-01-18,Watford,0 - 0,Tottenham,D,-8.000000,-1.000000,9.000000,-25.000000,-9.700000,-21.000000,-18.000000,-4.000000,0.000000,-0.550000,-0.480000,-29.000000,-41.000000,-7.500000,-0.760000,-1.080000,-0.050000,-0.090000,17.000000,0.440000,-6.000000,-21.000000,-0.093000,1.000000,2.600000,-7.500000,-40.000000,-254.000000,-295.000000,-69.000000,-1.820000,-85.000000,-12.000000,4.000000,7.000000,-36.000000,-0.950000,-25.000000,-10.000000,-8.000000,3.000000,-16.000000,-36.000000,52.000000,1.000000,-4392.000000,37.000000
2020-01-18,Brighton,1 - 1,Aston Villa,D,0.000000,6.000000,-6.000000,6.000000,8.300000,-5.000000,-8.000000,-11.000000,1.000000,-0.130000,-0.210000,3.000000,-9.000000,-2.200000,0.080000,-0.230000,-0.020000,-0.020000,-13.000000,-0.340000,-11.000000,1.000000,0.037000,2.000000,5.300000,5.200000,-34.000000,200.000000,267.000000,-55.000000,-1.450000,-37.000000,6.000000,8.000000,-2.000000,-5.000000,-0.140000,-7.000000,0.000000,-2.000000,-1.000000,21.000000,-94.000000,45.000000,-13.000000,4423.000000,65.000000
2020-01-18,Manchester City,2 - 2,Crystal Palace,D,15.000000,-7.000000,-8.000000,38.000000,22.400000,71.000000,49.000000,2.000000,2.000000,1.870000,1.290000,358.000000,130.000000,2.500000,9.420000,3.420000,0.060000,0.160000,-15.000000,-0.400000,-62.000000,-47.000000,-0.003000,7.000000,18.400000,11.500000,305.000000,1055.000000,965.000000,695.000000,18.290000,597.000000,43.000000,40.000000,5.000000,114.000000,3.000000,81.000000,9.000000,10.000000,6.000000,-65.000000,-231.000000,-50.000000,6.000000,11145.000000,-177.000000
2020-01-18,West Ham,1 - 1,Everton,D,-3.000000,-1.000000,4.000000,-10.000000,-5.200000,7.000000,4.000000,-12.000000,-2.000000,0.180000,0.110000,-51.000000,2.000000,4.600000,-1.350000,0.050000,0.020000,0.030000,6.000000,0.160000,33.000000,29.000000,0.046000,-2.000000,-5.300000,-2.000000,2.000000,-61.000000,-209.000000,-45.000000,-1.190000,14.000000,-6.000000,-26.000000,-13.000000,16.000000,0.420000,11.000000,1.000000,-2.000000,-1.000000,47.000000,45.000000,12.000000,1.000000,-987.000000,-92.000000
2020-01-18,Southampton,2 - 3,Wolves,L,0.000000,-7.000000,7.000000,-7.000000,1.000000,2.000000,-2.000000,-6.000000,2.000000,0.050000,-0.050000,44.000000,27.000000,2.700000,1.160000,0.710000,0.000000,-0.030000,20.000000,0.530000,43.000000,27.000000,-0.025000,-4.000000,-10.500000,-4.700000,6.000000,-34.000000,1010.000000,38.000000,1.000000,19.000000,-8.000000,7.000000,7.000000,-16.000000,-0.420000,-10.000000,2.000000,0.000000,-2.000000,60.000000,86.000000,32.000000,19.000000,-539.000000,69.000000
2020-01-18,Norwich City,1 - 0,Bournemouth,W,-4.000000,-1.000000,5.000000,-13.000000,5.500000,-13.000000,-6.000000,-10.000000,0.000000,-0.340000,-0.160000,25.000000,8.000000,0.100000,0.650000,0.210000,-0.030000,-0.100000,10.000000,0.260000,19.000000,7.000000,-0.023000,0.000000,0.000000,5.100000,32.000000,-19.000000,-72.000000,83.000000,2.190000,74.000000,16.000000,7.000000,9.000000,-20.000000,-0.520000,-5.000000,-2.000000,-8.000000,3.000000,85.000000,10.000000,-18.000000,2.000000,2357.000000,-42.000000
2020-01-18,Arsenal,1 - 1,Sheffield Utd,D,0.000000,2.000000,-2.000000,2.000000,10.900000,20.000000,10.000000,25.000000,3.000000,0.520000,0.260000,48.000000,35.000000,5.000000,1.260000,0.920000,0.030000,0.050000,9.000000,0.230000,48.000000,40.000000,0.053000,-3.000000,-7.900000,9.100000,19.000000,126.000000,181.000000,79.000000,2.080000,34.000000,16.000000,8.000000,9.000000,27.000000,0.710000,15.000000,-1.000000,3.000000,8.000000,-19.000000,-4.000000,-16.000000,2.000000,3374.000000,30.000000
2020-01-18,Newcastle Utd,1 - 0,Chelsea,W,-9.000000,5.000000,4.000000,-22.000000,-22.100000,-31.000000,-17.000000,6.000000,3.000000,-0.820000,-0.450000,-222.000000,-83.000000,-1.900000,-5.840000,-2.190000,0.000000,0.000000,4.000000,0.110000,75.000000,69.000000,0.157000,2.000000,5.200000,-10.300000,-160.000000,-720.000000,-766.000000,-395.000000,-10.400000,-322.000000,-8.000000,-16.000000,0.000000,-49.000000,-1.280000,-36.000000,-5.000000,-2.000000,1.000000,-56.000000,62.000000,25.000000,2.000000,-10384.000000,-22.000000
2020-01-19,Burnley,2 - 1,Leicester City,W,-3.000000,1.000000,2.000000,-8.000000,-16.200000,-24.000000,-18.000000,24.000000,-3.000000,-0.630000,-0.470000,-149.000000,-57.000000,-1.700000,-3.920000,-1.500000,-0.010000,-0.020000,9.000000,0.240000,33.000000,17.000000,-0.027000,2.000000,5.300000,-12.100000,-135.000000,-459.000000,-522.000000,-307.000000,-8.080000,-233.000000,-38.000000,-4.000000,-3.000000,-48.000000,-1.260000,-44.000000,-4.000000,3.000000,0.000000,-138.000000,111.000000,-57.000000,-8.000000,-7146.000000,-62.000000
2020-01-19,Liverpool,2 - 0,Manchester Utd,W,14.000000,-9.000000,-5.000000,33.000000,7.200000,18.000000,26.000000,-35.000000,1.000000,0.470000,0.690000,57.000000,22.000000,0.000000,1.500000,0.580000,0.030000,0.070000,-3.000000,-0.080000,-18.000000,-17.000000,-0.035000,2.000000,5.300000,0.300000,35.000000,372.000000,316.000000,8.000000,0.210000,-27.000000,17.000000,10.000000,7.000000,36.000000,0.940000,19.000000,6.000000,7.000000,0.000000,16.000000,-151.000000,-54.000000,3.000000,3645.000000,26.000000
2020-01-21,Crystal Palace,0 - 2,Southampton,L,-4.000000,3.000000,1.000000,-9.000000,-4.800000,-22.000000,-12.000000,7.000000,-2.000000,-0.580000,-0.310000,-125.000000,-53.000000,-2.800000,-3.290000,-1.400000,-0.030000,-0.070000,-10.000000,-0.260000,6.000000,13.000000,0.054000,1.000000,2.600000,2.300000,-80.000000,-120.000000,-78.000000,-211.000000,-5.560000,-154.000000,-11.000000,-17.000000,-16.000000,-17.000000,-0.450000,-3.000000,-5.000000,-6.000000,-3.000000,-53.000000,-19.000000,-18.000000,-7.000000,-1237.000000,-5.000000
2020-01-21,Bournemouth,3 - 1,Brighton,W,0.000000,-7.000000,7.000000,-7.000000,-8.400000,3.000000,0.000000,19.000000,1.000000,0.080000,0.000000,-72.000000,-21.000000,0.200000,-1.890000,-0.560000,0.020000,0.040000,11.000000,0.290000,18.000000,8.000000,-0.013000,-4.000000,-10.500000,-5.500000,-60.000000,-191.000000,-232.000000,-139.000000,-3.660000,-119.000000,-10.000000,-5.000000,-7.000000,-5.000000,-0.130000,-7.000000,0.000000,8.000000,-1.000000,-60.000000,72.000000,-11.000000,-2.000000,-3447.000000,47.000000
2020-01-21,Sheffield Utd,0 - 1,Manchester City,L,-12.000000,9.000000,3.000000,-27.000000,-23.800000,-64.000000,-44.000000,-1.000000,-2.000000,-1.680000,-1.160000,-377.000000,-137.000000,-2.800000,-9.920000,-3.600000,-0.030000,-0.060000,4.000000,0.110000,34.000000,30.000000,0.029000,-4.000000,-10.500000,-14.200000,-292.000000,-921.000000,-946.000000,-676.000000,-17.790000,-537.000000,-60.000000,-34.000000,-9.000000,-109.000000,-2.870000,-74.000000,-9.000000,-6.000000,-6.000000,27.000000,174.000000,33.000000,-7.000000,-10989.000000,86.000000
2020-01-21,Aston Villa,2 - 1,Watford,W,1.000000,-2.000000,1.000000,1.000000,1.400000,5.000000,11.000000,-10.000000,-2.000000,0.130000,0.290000,43.000000,32.000000,4.400000,1.130000,0.840000,0.020000,0.020000,3.000000,0.080000,9.000000,4.000000,-0.017000,-2.000000,-5.300000,2.400000,74.000000,3.000000,48.000000,121.000000,3.190000,104.000000,-6.000000,-8.000000,-8.000000,16.000000,0.430000,16.000000,3.000000,0.000000,-3.000000,-41.000000,101.000000,-57.000000,17.000000,-278.000000,-38.000000
2020-01-21,Everton,2 - 2,Newcastle Utd,D,2.000000,-1.000000,-1.000000,5.000000,10.600000,4.000000,3.000000,10.000000,0.000000,0.110000,0.080000,68.000000,28.000000,1.300000,1.790000,0.740000,-0.010000,-0.040000,-2.000000,-0.060000,-45.000000,-39.000000,-0.071000,-2.000000,-5.200000,3.200000,23.000000,271.000000,505.000000,110.000000,2.900000,40.000000,1.000000,24.000000,8.000000,5.000000,0.130000,3.000000,2.000000,2.000000,-2.000000,30.000000,-50.000000,-14.000000,-1.000000,3007.000000,38.000000
2020-01-21,Chelsea,2 - 2,Arsenal,D,6.000000,-8.000000,2.000000,10.000000,6.700000,13.000000,11.000000,-28.000000,-5.000000,0.350000,0.290000,218.000000,66.000000,-2.000000,5.740000,1.740000,-0.030000,-0.070000,6.000000,0.160000,-74.000000,-78.000000,-0.235000,-1.000000,-2.600000,1.600000,168.000000,361.000000,280.000000,359.000000,9.450000,303.000000,3.000000,10.000000,-4.000000,24.000000,0.630000,19.000000,4.000000,-1.000000,-6.000000,76.000000,-38.000000,24.000000,-5.000000,4993.000000,27.000000
2020-01-22,Leicester City,4 - 1,West Ham,W,8.000000,-1.000000,-7.000000,23.000000,13.600000,16.000000,12.000000,-21.000000,2.000000,0.420000,0.310000,119.000000,24.000000,-3.900000,3.140000,0.630000,0.000000,0.040000,-21.000000,-0.550000,-52.000000,-29.000000,0.058000,6.000000,15.800000,6.800000,80.000000,265.000000,286.000000,216.000000,5.690000,154.000000,24.000000,12.000000,9.000000,32.000000,0.840000,33.000000,1.000000,-4.000000,4.000000,8.000000,-32.000000,18.000000,2.000000,5012.000000,69.000000
2020-01-22,Tottenham,2 - 1,Norwich City,W,11.000000,5.000000,-16.000000,38.000000,2.900000,31.000000,21.000000,16.000000,0.000000,0.810000,0.560000,30.000000,31.000000,5.000000,0.790000,0.820000,0.060000,0.150000,-28.000000,-0.730000,-29.000000,1.000000,0.109000,3.000000,7.900000,0.300000,28.000000,261.000000,284.000000,59.000000,1.550000,63.000000,6.000000,-6.000000,1.000000,50.000000,1.310000,28.000000,9.000000,10.000000,-1.000000,11.000000,-53.000000,-11.000000,-5.000000,1337.000000,-69.000000
2020-01-22,Manchester Utd,0 - 2,Burnley,L,3.000000,3.000000,-6.000000,12.000000,14.800000,24.000000,13.000000,6.000000,0.000000,0.630000,0.340000,144.000000,76.000000,5.600000,3.780000,2.000000,0.000000,-0.030000,-14.000000,-0.370000,-34.000000,-20.000000,0.025000,-2.000000,-5.300000,13.100000,138.000000,584.000000,686.000000,337.000000,8.870000,309.000000,30.000000,-9.000000,-3.000000,38.000000,1.000000,33.000000,5.000000,-4.000000,-2.000000,19.000000,-80.000000,48.000000,2.000000,6995.000000,45.000000
