Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
164,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MF,West Ham,20,1996,28,8,1001,0,1,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches
165,Federico Fernández\Federico-Fernandez,ar ARG,DF,Swansea City,27,1989,27,27,2430,0,2,0,0,7,0,0.00,0.07,0.07,0.00,0.07,Matches
166,Fernandinho\Fernandinho,br BRA,MFDF,Manchester City,31,1985,32,31,2756,2,1,0,0,4,2,0.07,0.03,0.10,0.07,0.10,Matches
167,Fernando\Fernando,br BRA,MFDF,Manchester City,29,1987,15,5,568,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
168,Sam Field\Sam-Field,eng ENG,MF,West Brom,18,1998,8,4,275,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
169,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,24,1991,35,34,3062,11,7,0,0,5,0,0.32,0.21,0.53,0.32,0.53,Matches
170,Viktor Fischer\Viktor-Fischer,dk DEN,FWMF,Middlesbrough,22,1994,13,6,438,0,3,0,0,0,0,0.00,0.62,0.62,0.00,0.62,Matches
171,Mathieu Flamini\Mathieu-Flamini,fr FRA,MF,Crystal Palace,32,1984,10,3,274,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
172,Jon Flanagan\Jon-Flanagan,eng ENG,DF,Burnley,23,1993,6,3,360,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
173,Ashley Fletcher\Ashley-Fletcher,eng ENG,FW,West Ham,20,1995,16,2,367,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
174,Darren Fletcher\Darren-Fletcher,sco SCO,MF,West Brom,32,1984,38,37,3231,2,3,0,0,0,0,0.06,0.08,0.14,0.06,0.14,Matches
175,Michael Folivi\Michael-Folivi,eng ENG,FW,Watford,18,1998,1,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
176,José Fonte\Jose-Fonte,pt POR,DF,Southampton,32,1983,17,17,1530,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
177,José Fonte\Jose-Fonte,pt POR,DF,West Ham,32,1983,16,16,1404,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
178,Adam Forshaw\Adam-Forshaw,eng ENG,MF,Middlesbrough,24,1991,34,30,2695,0,1,0,0,4,0,0.00,0.03,0.03,0.00,0.03,Matches
179,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,28,1988,38,38,3420,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
180,Ben Foster\Ben-Foster,eng ENG,GK,West Brom,33,1983,38,38,3420,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
181,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,18,1998,4,1,97,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
182,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,31,1985,34,34,2939,0,1,0,0,4,1,0.00,0.03,0.03,0.00,0.03,Matches
183,Ryan Fraser\Ryan-Fraser,sco SCO,MF,Bournemouth,22,1994,28,19,1764,3,5,0,0,3,0,0.15,0.26,0.41,0.15,0.41,Matches
184,George Friend\George-Friend,eng ENG,DF,Middlesbrough,28,1987,24,20,1964,0,2,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches
185,Zeki Fryers\Zeki-Fryers,eng ENG,DF,Crystal Palace,23,1992,8,0,188,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
186,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,30,1986,36,35,3103,2,3,0,0,10,0,0.06,0.09,0.15,0.06,0.15,Matches
187,Jay Fulton\Jay-Fulton,sco SCO,MF,Swansea City,22,1994,11,9,690,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
188,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DF,Everton,25,1991,23,16,1543,0,1,0,0,0,0,0.00,0.06,0.06,0.00,0.06,Matches
189,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FW,Southampton,24,1991,11,10,724,4,0,0,1,1,0,0.50,0.00,0.50,0.50,0.50,Matches
190,Brendan Galloway\Brendan-Galloway,eng ENG,DF,West Brom,20,1996,3,3,247,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
191,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,26,1989,33,32,2681,1,1,0,0,11,0,0.03,0.03,0.07,0.03,0.07,Matches
192,Aleix García\Aleix-Garcia,es ESP,MF,Manchester City,19,1997,4,1,77,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
193,Craig Gardner\Craig-Gardner,eng ENG,MF,West Brom,29,1986,9,2,218,0,1,0,0,1,0,0.00,0.41,0.41,0.00,0.41,Matches
194,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,25,1990,35,35,3150,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
195,Rudy Gestede\Rudy-Gestede,bj BEN,FW,Middlesbrough,27,1988,16,4,533,1,0,0,0,3,0,0.17,0.00,0.17,0.17,0.17,Matches
196,Kieran Gibbs\Kieran-Gibbs,eng ENG,MFDF,Arsenal,26,1989,11,8,702,0,1,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matches
197,Ben Gibson\Ben-Gibson,eng ENG,DF,Middlesbrough,23,1993,38,38,3420,1,1,0,0,4,0,0.03,0.03,0.05,0.03,0.05,Matches
198,Darron Gibson\Darron-Gibson,ie IRL,MF,Sunderland,28,1987,12,7,640,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
199,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Arsenal,29,1986,29,11,1206,12,3,0,0,2,0,0.90,0.22,1.12,0.90,1.12,Matches
200,Shay Given\Shay-Given,ie IRL,GK,Stoke City,40,1976,5,5,450,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
201,Evandro Goebel\Evandro-Goebel,br BRA,MF,Hull City,29,1986,11,7,576,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
202,Angel Gomes\Angel-Gomes,eng ENG,MF,Manchester Utd,15,2000,1,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
203,Heurelho Gomes\Heurelho-Gomes,br BRA,GK,Watford,35,1981,38,38,3337,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
204,Lynden Gooch\Lynden-Gooch,us USA,MF,Sunderland,20,1995,11,4,366,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
205,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,26,1990,27,14,1366,2,0,0,0,6,0,0.13,0.00,0.13,0.13,0.13,Matches
206,Lewis Grabban\Lewis-Grabban,eng ENG,FWMF,Bournemouth,28,1988,3,0,60,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
207,Max Gradel\Max-Gradel,ci CIV,FWMF,Bournemouth,28,1987,11,0,134,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
208,Lee Grant\Lee-Grant,eng ENG,GK,Stoke City,33,1983,28,28,2520,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
209,Andre Gray\Andre-Gray,eng ENG,FW,Burnley,25,1991,32,26,2259,9,3,2,2,2,0,0.36,0.12,0.48,0.28,0.40,Matches
210,Demarai Gray\Demarai-Gray,eng ENG,MFFW,Leicester City,20,1996,30,9,1049,1,3,0,0,2,0,0.09,0.26,0.34,0.09,0.34,Matches
211,Kamil Grosicki\Kamil-Grosicki,pl POL,MF,Hull City,28,1988,15,12,1143,0,3,0,0,1,0,0.00,0.24,0.24,0.00,0.24,Matches
212,Marko Grujić\Marko-Grujic,rs SRB,MF,Liverpool,20,1996,5,0,43,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
213,Adlène Guedioura\Adlene-Guedioura,dz ALG,MF,Middlesbrough,30,1985,5,0,140,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
214,Adlène Guedioura\Adlene-Guedioura,dz ALG,MF,Watford,30,1985,12,9,721,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
215,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,25,1990,10,9,704,3,1,0,0,0,0,0.38,0.13,0.51,0.38,0.51,Matches
216,Brad Guzan\Brad-Guzan,us USA,GK,Middlesbrough,31,1984,10,10,900,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
217,Josh Harrop\Josh-Harrop,eng ENG,FW,Manchester Utd,20,1995,1,1,90,1,0,0,0,0,0,1.00,0.00,1.00,1.00,1.00,Matches
218,Eden Hazard\Eden-Hazard,be BEL,FWMF,Chelsea,25,1991,36,36,2982,16,5,2,3,3,0,0.48,0.15,0.63,0.42,0.57,Matches
219,Tom Heaton\Tom-Heaton,eng ENG,GK,Burnley,30,1986,35,35,3150,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
220,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,26,1990,24,24,2116,1,4,0,0,8,0,0.04,0.17,0.21,0.04,0.21,Matches
221,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Burnley,24,1992,32,31,2692,2,1,0,0,6,1,0.07,0.03,0.10,0.07,0.10,Matches
222,Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,29,1987,29,29,2610,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
223,Markus Henriksen\Markus-Henriksen,no NOR,MF,Hull City,24,1992,15,6,638,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
224,Abel Hernández\Abel-Hernandez,uy URU,FW,Hull City,25,1990,24,16,1425,4,3,0,0,0,0,0.25,0.19,0.44,0.25,0.44,Matches
225,Luis Hernández\Luis-Hernandez,es ESP,DF,Leicester City,27,1989,4,3,327,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
226,Ander Herrera\Ander-Herrera,es ESP,MF,Manchester Utd,26,1989,31,27,2464,1,5,0,0,6,2,0.04,0.18,0.22,0.04,0.22,Matches
227,Son Heung-min\Son-Heung-min,kr KOR,MFFW,Tottenham,24,1992,34,23,2062,14,6,0,0,2,0,0.61,0.26,0.87,0.61,0.87,Matches
228,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,20,1995,9,9,810,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
229,José Holebas\Jose-Holebas,gr GRE,DFMF,Watford,32,1984,33,33,2905,2,4,0,0,14,0,0.06,0.12,0.19,0.06,0.19,Matches
230,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,19,1996,18,16,1372,0,1,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches
231,George Honeyman\George-Honeyman,eng ENG,MF,Sunderland,21,1994,5,2,235,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
232,Tom Huddlestone\Tom-Huddlestone,eng ENG,MF,Hull City,29,1986,31,23,2026,1,0,1,1,5,1,0.04,0.00,0.04,0.00,0.00,Matches
233,James Husband\James-Husband,eng ENG,DF,Middlesbrough,22,1994,1,1,58,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
234,Robert Huth\Robert-Huth,de GER,DF,Leicester City,31,1984,33,33,2926,2,1,0,0,9,0,0.06,0.03,0.09,0.06,0.09,Matches
235,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Southampton,20,1995,22,14,1301,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
236,Jordon Ibe\Jordon-Ibe,eng ENG,MFFW,Bournemouth,20,1995,25,13,1055,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
237,Didier Ibrahim Ndong\Didier-Ibrahim-Ndong,ga GAB,MF,Sunderland,22,1994,31,27,2520,1,0,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches
238,Zlatan Ibrahimović\Zlatan-Ibrahimovic,se SWE,FW,Manchester Utd,34,1981,28,27,2438,17,5,2,3,7,0,0.63,0.18,0.81,0.55,0.74,Matches
239,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Watford,27,1989,18,14,1291,1,0,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches
240,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FW,Manchester City,19,1996,20,5,537,4,3,0,0,0,0,0.67,0.50,1.17,0.67,1.17,Matches
241,Giannelli Imbula\Giannelli-Imbula,cd COD,MF,Stoke City,23,1992,12,9,796,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
242,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,Chelsea,32,1984,13,6,589,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
243,Alex Iwobi\Alex-Iwobi,ng NGA,MF,Arsenal,20,1996,26,18,1456,3,4,0,0,1,0,0.19,0.25,0.43,0.19,0.43,Matches
244,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Everton,33,1982,27,25,2250,3,2,0,0,5,2,0.12,0.08,0.20,0.12,0.20,Matches
245,Eldin Jakupović\Eldin-Jakupovic,ch SUI,GK,Hull City,31,1984,22,22,1980,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
246,Matty James\Matty-James,eng ENG,MF,Leicester City,25,1991,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
247,Daryl Janmaat\Daryl-Janmaat,nl NED,MFDF,Watford,27,1989,27,18,1617,2,1,0,0,2,0,0.11,0.06,0.17,0.11,0.17,Matches
248,Vincent Janssen\Vincent-Janssen,nl NED,FW,Tottenham,22,1994,27,7,845,2,2,1,1,0,0,0.21,0.21,0.43,0.11,0.32,Matches
249,Adnan Januzaj\Adnan-Januzaj,be BEL,MFFW,Sunderland,21,1995,25,18,1629,0,2,0,0,4,2,0.00,0.11,0.11,0.00,0.11,Matches
250,Mile Jedinak\Mile-Jedinak,au AUS,MF,Crystal Palace,31,1984,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
251,Carl Jenkinson\Carl-Jenkinson,eng ENG,DF,Arsenal,24,1992,1,1,82,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
252,Gabriel Jesus\Gabriel-Jesus,br BRA,FWMF,Manchester City,19,1997,10,8,650,7,4,1,1,2,0,0.97,0.55,1.52,0.83,1.38,Matches
253,Glen Johnson\Glen-Johnson,eng ENG,DF,Stoke City,31,1984,23,21,1957,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
254,Billy Jones\Billy-Jones,eng ENG,DFMF,Sunderland,29,1987,27,25,2270,1,0,0,0,8,0,0.04,0.00,0.04,0.04,0.04,Matches
255,David Jones\David-Jones,eng ENG,MF,Burnley,31,1984,1,1,86,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
256,Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,24,1992,18,18,1584,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
257,Lukas Jutkiewicz\Lukas-Jutkiewicz,eng ENG,FW,Burnley,27,1989,2,0,13,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
258,Christian Kabasele\Christian-Kabasele,be BEL,DFMF,Watford,25,1991,16,7,771,2,0,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches
259,Younès Kaboul\Younes-Kaboul,fr FRA,DF,Sunderland,30,1986,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
260,Younès Kaboul\Younes-Kaboul,fr FRA,DF,Watford,30,1986,22,22,1820,2,0,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches
261,Sullay Kaikai\Sullay-Kaikai,eng ENG,MF,Crystal Palace,20,1995,1,0,24,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
262,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,23,1993,30,29,2521,29,5,5,6,3,0,1.04,0.18,1.21,0.86,1.04,Matches
263,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,25,1991,35,35,3138,1,1,0,0,9,0,0.03,0.03,0.06,0.03,0.06,Matches
264,Loris Karius\Loris-Karius,de GER,GK,Liverpool,23,1993,10,10,900,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
265,Michael Keane\Michael-Keane,eng ENG,DF,Burnley,23,1993,35,35,3150,2,1,0,0,4,0,0.06,0.03,0.09,0.06,0.09,Matches
266,Will Keane\Will-Keane,eng ENG,FW,Hull City,23,1993,5,4,280,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
267,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,26,1990,29,25,2123,0,2,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches
268,Kenedy\Kenedy,br BRA,FWMF,Watford,20,1996,1,0,16,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
269,Kenedy\Kenedy,br BRA,MF,Chelsea,20,1996,1,1,74,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
270,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DFFW,Everton,19,1997,1,0,13,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
271,Wahbi Khazri\Wahbi-Khazri,tn TUN,MFFW,Sunderland,25,1991,21,7,849,1,0,0,0,6,0,0.11,0.00,0.11,0.11,0.11,Matches
272,Michael Kightly\Michael-Kightly,eng ENG,MF,Burnley,30,1986,5,1,104,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
273,Andy King\Andy-King,wal WAL,MF,Leicester City,27,1988,23,15,1446,1,0,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches
274,Joshua King\Joshua-King,no NOR,MFFW,Bournemouth,24,1992,36,31,2713,16,2,2,3,1,0,0.53,0.07,0.60,0.46,0.53,Matches
275,Stephen Kingsley\Stephen-Kingsley,sco SCO,DF,Swansea City,22,1994,13,12,1036,0,1,0,0,0,0,0.00,0.09,0.09,0.00,0.09,Matches
276,Jan Kirchhoff\Jan-Kirchhoff,de GER,MF,Sunderland,25,1990,7,5,433,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
277,Ragnar Klavan\Ragnar-Klavan,ee EST,DF,Liverpool,30,1985,20,15,1410,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
278,Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Manchester City,30,1985,29,27,2535,1,2,0,0,6,0,0.04,0.07,0.11,0.04,0.11,Matches
279,Vincent Kompany\Vincent-Kompany,be BEL,DF,Manchester City,30,1986,11,10,820,3,0,0,0,5,0,0.33,0.00,0.33,0.33,0.33,Matches
280,Arouna Koné\Arouna-Kone,ci CIV,FW,Everton,32,1983,5,0,70,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
281,Lamine Koné\Lamine-Kone,ci CIV,DF,Sunderland,27,1989,30,29,2545,1,0,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches
282,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Arsenal,30,1985,33,33,2822,2,0,0,0,4,1,0.06,0.00,0.06,0.06,0.06,Matches
283,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MFDF,West Ham,26,1989,31,31,2722,1,0,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matches
284,Bojan Krkić\Bojan-Krkic,es ESP,MFFW,Stoke City,25,1990,9,5,475,3,0,2,3,1,0,0.57,0.00,0.57,0.19,0.19,Matches
285,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,28,1988,31,27,2348,8,6,0,0,3,0,0.31,0.23,0.54,0.31,0.54,Matches
286,Rickie Lambert\Rickie-Lambert,eng ENG,FW,West Brom,34,1982,1,0,13,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
287,Érik Lamela\Erik-Lamela,ar ARG,MF,Tottenham,24,1992,9,6,594,1,3,0,1,1,0,0.15,0.45,0.61,0.15,0.61,Matches
288,Manuel Lanzini\Manuel-Lanzini,ar ARG,MF,West Ham,23,1993,35,31,2706,8,2,2,2,9,0,0.27,0.07,0.33,0.20,0.27,Matches
289,Seb Larsson\Seb-Larsson,se SWE,MF,Sunderland,31,1985,21,17,1469,0,1,0,0,4,1,0.00,0.06,0.06,0.00,0.06,Matches
290,Grant Leadbitter\Grant-Leadbitter,eng ENG,MF,Middlesbrough,30,1986,13,7,710,1,0,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches
291,Joe Ledley\Joe-Ledley,wal WAL,MF,Crystal Palace,29,1987,18,13,1160,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matches
292,Lucas Leiva\Lucas-Leiva,br BRA,MFDF,Liverpool,29,1987,24,12,1112,0,2,0,0,4,0,0.00,0.16,0.16,0.00,0.16,Matches
293,Jonathan Leko\Jonathan-Leko,eng ENG,FWMF,West Brom,17,1999,9,0,181,0,1,0,0,0,0,0.00,0.50,0.50,0.00,0.50,Matches
294,Aaron Lennon\Aaron-Lennon,eng ENG,MFFW,Everton,29,1987,11,6,509,0,1,0,0,0,0,0.00,0.18,0.18,0.00,0.18,Matches
295,Jeremain Lens\Jeremain-Lens,nl NED,FWMF,Sunderland,28,1987,2,0,69,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
296,Joleon Lescott\Joleon-Lescott,eng ENG,DF,Sunderland,33,1982,2,1,124,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
297,Filip Lesniak\Filip-Lesniak,sk SVK,MF,Tottenham,20,1996,1,0,5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
298,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,Manchester Utd,23,1992,25,18,1360,1,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,Matches
299,Jake Livermore\Jake-Livermore,eng ENG,MFDF,Hull City,26,1989,21,20,1670,1,0,0,0,3,1,0.05,0.00,0.05,0.05,0.05,Matches
300,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,26,1989,16,15,1301,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
301,Fernando Llorente\Fernando-Llorente,es ESP,FW,Swansea City,31,1985,33,28,2442,15,1,0,0,2,0,0.55,0.04,0.59,0.55,0.59,Matches
302,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,29,1986,34,34,3004,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
303,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MF,Chelsea,20,1996,6,0,35,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
304,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,25,1990,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
305,Shane Long\Shane-Long,ie IRL,FW,Southampton,29,1987,32,10,1321,3,2,0,1,2,0,0.20,0.14,0.34,0.20,0.34,Matches
306,Ademola Lookman\Ademola-Lookman,eng ENG,FW,Everton,18,1997,8,3,289,1,0,0,0,0,0,0.31,0.00,0.31,0.31,0.31,Matches
307,Donald Love\Donald-Love,sco SCO,DF,Sunderland,21,1994,12,6,611,0,1,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches
308,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,27,1989,29,29,2553,2,1,0,0,6,0,0.07,0.04,0.11,0.07,0.11,Matches
309,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,27,1989,36,36,3240,0,2,0,0,9,0,0.00,0.06,0.06,0.00,0.06,Matches
310,David Luiz\David-Luiz,br BRA,DF,Chelsea,29,1987,33,33,2954,1,0,0,0,6,0,0.03,0.00,0.03,0.03,0.03,Matches
311,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Everton,23,1993,37,36,3266,25,6,1,1,3,0,0.69,0.17,0.85,0.66,0.83,Matches
312,Harry Maguire\Harry-Maguire,eng ENG,DF,Hull City,23,1993,29,25,2307,2,1,0,0,5,0,0.08,0.04,0.12,0.08,0.12,Matches
313,Riyad Mahrez\Riyad-Mahrez,dz ALG,MF,Leicester City,25,1991,36,33,2825,6,4,3,5,4,0,0.19,0.13,0.32,0.10,0.22,Matches
314,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DFFW,Arsenal,18,1997,1,0,2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
315,Shaun Maloney\Shaun-Maloney,sco SCO,MF,Hull City,33,1983,9,2,283,1,2,0,0,0,0,0.32,0.64,0.95,0.32,0.95,Matches
316,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Crystal Palace,31,1985,9,9,810,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
317,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,24,1992,27,26,2235,13,5,0,0,4,0,0.52,0.20,0.72,0.52,0.72,Matches
318,Vito Mannone\Vito-Mannone,it ITA,GK,Sunderland,28,1988,9,9,810,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
319,Javier Manquillo\Javier-Manquillo,es ESP,DFMF,Sunderland,22,1994,20,15,1430,1,0,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches
320,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,29,1986,7,6,562,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
321,Lazar Marković\Lazar-Markovic,rs SRB,MF,Hull City,22,1994,12,12,1005,2,0,0,0,4,0,0.18,0.00,0.18,0.18,0.18,Matches
322,Dean Marney\Dean-Marney,eng ENG,MF,Burnley,32,1984,21,21,1764,1,2,0,0,7,0,0.05,0.10,0.15,0.05,0.15,Matches
323,David Marshall\David-Marshall,sco SCO,GK,Hull City,31,1985,16,16,1440,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
324,Anthony Martial\Anthony-Martial,fr FRA,MFFW,Manchester Utd,20,1995,25,18,1554,4,5,0,0,2,0,0.23,0.29,0.52,0.23,0.52,Matches
325,Cuco Martina\Cuco-Martina,cw CUW,DF,Southampton,26,1989,9,6,592,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
326,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Arsenal,23,1992,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
327,Bruno Martins Indi\Bruno-Martins-Indi,nl NED,DF,Stoke City,24,1992,35,35,3146,1,0,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches
328,Brandon Mason\Brandon-Mason,eng ENG,DF,Watford,18,1997,2,1,113,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
329,Ryan Mason\Ryan-Mason,eng ENG,MF,Hull City,25,1991,16,11,927,1,1,0,0,4,0,0.10,0.10,0.19,0.10,0.19,Matches
330,Arthur Masuaku\Arthur-Masuaku,cd COD,DFMF,West Ham,22,1993,13,11,972,0,1,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches
